title,movie_id,averagerating,numvotes,ordering,region,year,runtime_minutes,genres,directors,id,production_budget,domestic_gross,foreign_gross,profit,genres_numeric
Miracles from Heaven,tt4257926,7.1,17734,10,BR,2016,109.0,Drama,Patricia Riggen,50,13000000.0,61705123.0,12093613.0,60798736.0,151
Miracles from Heaven,tt4257926,7.1,17734,10,BR,2016,109.0,Family,Patricia Riggen,50,13000000.0,61705123.0,12093613.0,60798736.0,151
Misconduct,tt3658772,5.3,13550,10,LT,2016,106.0,Crime,Shintaro Shimosawa,15,11000000.0,0.0,2352511.0,-8647489.0,30
Misconduct,tt3658772,5.3,13550,10,LT,2016,106.0,Drama,Shintaro Shimosawa,15,11000000.0,0.0,2352511.0,-8647489.0,30
Misconduct,tt3658772,5.3,13550,10,LT,2016,106.0,Mystery,Shintaro Shimosawa,15,11000000.0,0.0,2352511.0,-8647489.0,30
Miss Bala,tt1911600,6.5,8092,1,RU,2011,113.0,Crime,Gerardo Naranjo,81,15000000.0,14998027.0,364271.0,362298.0,16
Miss Bala,tt1911600,6.5,8092,1,RU,2011,113.0,Drama,Gerardo Naranjo,81,15000000.0,14998027.0,364271.0,362298.0,16
Miss Bala,tt1911600,6.5,8092,1,RU,2011,113.0,Thriller,Gerardo Naranjo,81,15000000.0,14998027.0,364271.0,362298.0,16
Miss Julie,tt2298738,4.1,116,2,XWW,2013,85.0,Drama,Mikael Berg,33,5500000.0,0.0,863895.0,-4636105.0,13
Miss Julie,tt2298738,4.1,116,2,XWW,2013,85.0,Romance,Mikael Berg,33,5500000.0,0.0,863895.0,-4636105.0,13
Miss Sloane,tt4540710,7.5,52788,10,IT,2016,132.0,Drama,John Madden,36,18000000.0,3500605.0,4219025.0,-10280370.0,12
Miss Sloane,tt4540710,7.5,52788,10,IT,2016,132.0,Thriller,John Madden,36,18000000.0,3500605.0,4219025.0,-10280370.0,12
Moana,tt3521164,7.6,224253,10,CA,2016,107.0,Adventure,Ron Clements,62,150000000.0,248757044.0,388760321.0,487517365.0,32
Moana,tt3521164,7.6,224253,10,CA,2016,107.0,Animation,Ron Clements,62,150000000.0,248757044.0,388760321.0,487517365.0,32
Moana,tt3521164,7.6,224253,10,CA,2016,107.0,Comedy,Ron Clements,62,150000000.0,248757044.0,388760321.0,487517365.0,32
Molly,tt6522982,4.6,726,1,NL,2017,91.0,Action,Thijs Meuwese,81,21000000.0,17396.0,0.0,-20982604.0,152
Molly,tt6522982,4.6,726,1,NL,2017,91.0,Sci-Fi,Thijs Meuwese,81,21000000.0,17396.0,0.0,-20982604.0,152
Moneyball,tt1210166,7.6,326657,10,DE,2011,133.0,Biography,Bennett Miller,15,50000000.0,75605492.0,35695343.0,61300835.0,9
Moneyball,tt1210166,7.6,326657,10,DE,2011,133.0,Drama,Bennett Miller,15,50000000.0,75605492.0,35695343.0,61300835.0,9
Moneyball,tt1210166,7.6,326657,10,DE,2011,133.0,Sport,Bennett Miller,15,50000000.0,75605492.0,35695343.0,61300835.0,9
Monster,tt3589450,6.5,798,1,XWW,2014,113.0,Action,In-ho Hwang,69,5000000.0,34469210.0,29771603.0,59240813.0,45
Monster,tt3589450,6.5,798,1,XWW,2014,113.0,Drama,In-ho Hwang,69,5000000.0,34469210.0,29771603.0,59240813.0,45
Monster,tt3589450,6.5,798,1,XWW,2014,113.0,Thriller,In-ho Hwang,69,5000000.0,34469210.0,29771603.0,59240813.0,45
Monster Trucks,tt3095734,5.7,13525,10,RU,2016,104.0,Action,Chris Wedge,81,125000000.0,33370166.0,28272632.0,-63357202.0,42
Monster Trucks,tt3095734,5.7,13525,10,RU,2016,104.0,Adventure,Chris Wedge,81,125000000.0,33370166.0,28272632.0,-63357202.0,42
Monster Trucks,tt3095734,5.7,13525,10,RU,2016,104.0,Comedy,Chris Wedge,81,125000000.0,33370166.0,28272632.0,-63357202.0,42
Monsters,tt5253186,4.0,6,2,XWW,2015,87.0,Horror,Hua Guo,50,500000.0,237301.0,5402429.0,5139730.0,6
Moonlight,tt4975722,7.4,227964,10,ES,2016,111.0,Drama,Barry Jenkins,64,1500000.0,27854931.0,37390581.0,63745512.0,5
Moonrise Kingdom,tt1748122,7.8,291750,10,PE,2012,94.0,Adventure,Wes Anderson,33,16000000.0,45512466.0,23335980.0,52848446.0,105
Moonrise Kingdom,tt1748122,7.8,291750,10,PE,2012,94.0,Comedy,Wes Anderson,33,16000000.0,45512466.0,23335980.0,52848446.0,105
Moonrise Kingdom,tt1748122,7.8,291750,10,PE,2012,94.0,Drama,Wes Anderson,33,16000000.0,45512466.0,23335980.0,52848446.0,105
Morgan,tt1943765,6.8,1232,1,US,2012,89.0,Drama,Michael D. Akers,5,8000000.0,3915251.0,3383535.0,-701214.0,13
Morgan,tt1943765,6.8,1232,1,US,2012,89.0,Romance,Michael D. Akers,5,8000000.0,3915251.0,3383535.0,-701214.0,13
Morning Glory,tt1126618,6.5,67367,10,HU,2010,107.0,Comedy,Roger Michell,73,40000000.0,31011732.0,28783338.0,19795070.0,36
Morning Glory,tt1126618,6.5,67367,10,HU,2010,107.0,Drama,Roger Michell,73,40000000.0,31011732.0,28783338.0,19795070.0,36
Morning Glory,tt1126618,6.5,67367,10,HU,2010,107.0,Romance,Roger Michell,73,40000000.0,31011732.0,28783338.0,19795070.0,36
Mortal Engines,tt1571234,6.1,70193,10,CZ,2018,128.0,Action,Christian Rivers,4,100000000.0,15951040.0,69336377.0,-14712583.0,79
Mortal Engines,tt1571234,6.1,70193,10,CZ,2018,128.0,Adventure,Christian Rivers,4,100000000.0,15951040.0,69336377.0,-14712583.0,79
Mortal Engines,tt1571234,6.1,70193,10,CZ,2018,128.0,Fantasy,Christian Rivers,4,100000000.0,15951040.0,69336377.0,-14712583.0,79
Mortdecai,tt3045616,5.5,61366,10,IL,2015,107.0,Action,David Koepp,48,60000000.0,7696134.0,22700000.0,-29603866.0,53
Mortdecai,tt3045616,5.5,61366,10,IL,2015,107.0,Comedy,David Koepp,48,60000000.0,7696134.0,22700000.0,-29603866.0,53
Mortdecai,tt3045616,5.5,61366,10,IL,2015,107.0,Crime,David Koepp,48,60000000.0,7696134.0,22700000.0,-29603866.0,53
Motherhood,tt6208138,4.6,110,1,IR,2017,74.0,Drama,Roqiyeh Tavakoli,22,10000000.0,93388.0,630000.0,-9276612.0,13
Motherhood,tt6208138,4.6,110,1,IR,2017,74.0,Romance,Roqiyeh Tavakoli,22,10000000.0,93388.0,630000.0,-9276612.0,13
Movie 43,tt1333125,4.3,92980,10,BG,2013,94.0,Comedy,James Duffy,39,10000000.0,8840453.0,22324294.0,21164747.0,25
Mr. Turner,tt2473794,6.8,22661,10,BR,2014,150.0,Biography,Mike Leigh,18,14000000.0,3958546.0,21228480.0,11187026.0,3
Mr. Turner,tt2473794,6.8,22661,10,BR,2014,150.0,Drama,Mike Leigh,18,14000000.0,3958546.0,21228480.0,11187026.0,3
Mr. Turner,tt2473794,6.8,22661,10,BR,2014,150.0,History,Mike Leigh,18,14000000.0,3958546.0,21228480.0,11187026.0,3
Much Ado About Nothing,tt1748124,4.5,8,1,US,2010,68.0,Comedy,Brandon Arnold,82,8000000.0,22549338.0,0.0,14549338.0,36
Much Ado About Nothing,tt1748124,4.5,8,1,US,2010,68.0,Drama,Brandon Arnold,82,8000000.0,22549338.0,0.0,14549338.0,36
Much Ado About Nothing,tt1748124,4.5,8,1,US,2010,68.0,Romance,Brandon Arnold,82,8000000.0,22549338.0,0.0,14549338.0,36
Mud,tt1935179,7.4,156786,10,GR,2012,130.0,Drama,Jeff Nichols,98,10000000.0,21590086.0,9966873.0,21556959.0,5
Mutual Friends,tt2112209,6.5,83,1,US,2013,86.0,Comedy,Matthew Watts,1,450000.0,0.0,0.0,-450000.0,24
Mutual Friends,tt2112209,6.5,83,1,US,2013,86.0,Romance,Matthew Watts,1,450000.0,0.0,0.0,-450000.0,24
My All-American,tt3719896,7.2,5058,1,DE,2015,118.0,Biography,Angelo Pizzo,85,20000000.0,2246000.0,0.0,-17754000.0,9
My All-American,tt3719896,7.2,5058,1,DE,2015,118.0,Drama,Angelo Pizzo,85,20000000.0,2246000.0,0.0,-17754000.0,9
My All-American,tt3719896,7.2,5058,1,DE,2015,118.0,Sport,Angelo Pizzo,85,20000000.0,2246000.0,0.0,-17754000.0,9
My Best Friend's Wedding,tt5275314,5.0,162,2,CN,2016,91.0,Comedy,Feihong Chen,44,46000000.0,126813153.0,172110266.0,252923419.0,24
My Best Friend's Wedding,tt5275314,5.0,162,2,CN,2016,91.0,Romance,Feihong Chen,44,46000000.0,126813153.0,172110266.0,252923419.0,24
My Last Day Without You,tt1679248,5.7,1178,2,ES,2011,90.0,Comedy,Stefan C. Schaefer,15,1000000.0,0.0,0.0,-1000000.0,36
My Last Day Without You,tt1679248,5.7,1178,2,ES,2011,90.0,Drama,Stefan C. Schaefer,15,1000000.0,0.0,0.0,-1000000.0,36
My Last Day Without You,tt1679248,5.7,1178,2,ES,2011,90.0,Romance,Stefan C. Schaefer,15,1000000.0,0.0,0.0,-1000000.0,36
My Soul to Take,tt0872230,4.8,18381,10,TR,2010,107.0,Horror,Wes Craven,68,25000000.0,14744435.0,1983035.0,-8272530.0,39
My Soul to Take,tt0872230,4.8,18381,10,TR,2010,107.0,Mystery,Wes Craven,68,25000000.0,14744435.0,1983035.0,-8272530.0,39
My Soul to Take,tt0872230,4.8,18381,10,TR,2010,107.0,Thriller,Wes Craven,68,25000000.0,14744435.0,1983035.0,-8272530.0,39
N-Secure,tt1289419,3.6,587,1,US,2010,105.0,Crime,David M. Matthews,54,1600000.0,2595644.0,0.0,995644.0,16
N-Secure,tt1289419,3.6,587,1,US,2010,105.0,Drama,David M. Matthews,54,1600000.0,2595644.0,0.0,995644.0,16
N-Secure,tt1289419,3.6,587,1,US,2010,105.0,Thriller,David M. Matthews,54,1600000.0,2595644.0,0.0,995644.0,16
Neighbors,tt9392532,7.6,18,1,GE,2018,90.0,Comedy,Gigisha Abashidze,64,18000000.0,150086800.0,120857628.0,252944428.0,20
Neighbors,tt9392532,7.6,18,1,GE,2018,90.0,Drama,Gigisha Abashidze,64,18000000.0,150086800.0,120857628.0,252944428.0,20
Nemesis,tt0800353,6.6,67,1,DE,2010,83.0,Drama,Nicole Mosleh,30,2000000.0,2001124.0,0.0,1124.0,5
Nerve,tt1772317,6.8,88,1,US,2011,83.0,Comedy,J.R. Sawyers,43,20000000.0,38583626.0,32068658.0,50652284.0,20
Nerve,tt1772317,6.8,88,1,US,2011,83.0,Drama,J.R. Sawyers,43,20000000.0,38583626.0,32068658.0,50652284.0,20
Never Again,tt8976472,6.6,27,2,XWW,2018,69.0,Documentary,Aino Suni,47,500000.0,307631.0,1162.0,-191207.0,19
Never Again,tt8976472,6.6,27,2,XWW,2018,69.0,Music,Aino Suni,47,500000.0,307631.0,1162.0,-191207.0,19
Never Let Me Go,tt1334260,7.1,130084,10,AR,2010,103.0,Drama,Mark Romanek,29,15000000.0,2434652.0,8739066.0,-3826282.0,41
Never Let Me Go,tt1334260,7.1,130084,10,AR,2010,103.0,Romance,Mark Romanek,29,15000000.0,2434652.0,8739066.0,-3826282.0,41
Never Let Me Go,tt1334260,7.1,130084,10,AR,2010,103.0,Sci-Fi,Mark Romanek,29,15000000.0,2434652.0,8739066.0,-3826282.0,41
Next,tt4627100,8.0,11,1,US,2015,72.0,Documentary,Elia Urquiza,43,70000000.0,18211013.0,55380487.0,3591500.0,11
Night School,tt5599520,7.2,112,1,US,2016,85.0,Documentary,Andrew Cohn,16,29000000.0,77339130.0,25669662.0,74008792.0,11
Night at the Museum: Secret of the Tomb,tt2692250,6.2,93103,10,LT,2014,98.0,Adventure,Shawn Levy,60,127000000.0,113746621.0,240010000.0,226756621.0,117
Night at the Museum: Secret of the Tomb,tt2692250,6.2,93103,10,LT,2014,98.0,Comedy,Shawn Levy,60,127000000.0,113746621.0,240010000.0,226756621.0,117
Night at the Museum: Secret of the Tomb,tt2692250,6.2,93103,10,LT,2014,98.0,Family,Shawn Levy,60,127000000.0,113746621.0,240010000.0,226756621.0,117
Night of the Living Dead,tt3393372,5.3,277,2,US,2014,79.0,Horror,Chad Zuver,69,4200000.0,5835247.0,0.0,1635247.0,6
Nightcrawler,tt2872718,7.9,404476,10,CL,2014,117.0,Crime,Dan Gilroy,34,8500000.0,32381218.0,17953200.0,41834418.0,16
Nightcrawler,tt2872718,7.9,404476,10,CL,2014,117.0,Drama,Dan Gilroy,34,8500000.0,32381218.0,17953200.0,41834418.0,16
Nightcrawler,tt2872718,7.9,404476,10,CL,2014,117.0,Thriller,Dan Gilroy,34,8500000.0,32381218.0,17953200.0,41834418.0,16
Nine Dead,tt0959329,5.5,11358,10,US,2010,98.0,Crime,Chris Shadley,82,2000000.0,0.0,0.0,-2000000.0,0
Nine Dead,tt0959329,5.5,11358,10,US,2010,98.0,Drama,Chris Shadley,82,2000000.0,0.0,0.0,-2000000.0,0
Nine Dead,tt0959329,5.5,11358,10,US,2010,98.0,Horror,Chris Shadley,82,2000000.0,0.0,0.0,-2000000.0,0
No Escape,tt1781922,6.8,70222,10,ES,2015,103.0,Action,John Erick Dowdle,74,5000000.0,27288872.0,15555644.0,37844516.0,14
No Escape,tt1781922,6.8,70222,10,ES,2015,103.0,Thriller,John Erick Dowdle,74,5000000.0,27288872.0,15555644.0,37844516.0,14
No Good Deed,tt2011159,5.6,16045,10,DE,2014,84.0,Action,Sam Miller,44,13200000.0,52543632.0,1779578.0,41123210.0,21
No Good Deed,tt2011159,5.6,16045,10,DE,2014,84.0,Crime,Sam Miller,44,13200000.0,52543632.0,1779578.0,41123210.0,21
No Good Deed,tt2011159,5.6,16045,10,DE,2014,84.0,Drama,Sam Miller,44,13200000.0,52543632.0,1779578.0,41123210.0,21
No Man's Land,tt6546808,7.7,63,1,US,2017,81.0,Documentary,David Byars,52,1000000.0,1067481.0,1616726.0,1684207.0,11
Noah,tt2109176,6.5,12,1,US,2011,105.0,Drama,Anthony Deveney,51,130000000.0,101200044.0,251631021.0,222831065.0,12
Noah,tt2109176,6.5,12,1,US,2011,105.0,Thriller,Anthony Deveney,51,130000000.0,101200044.0,251631021.0,222831065.0,12
Nocturnal Animals,tt4550098,7.5,205240,10,CL,2016,116.0,Drama,Tom Ford,3,22500000.0,10663357.0,21735324.0,9898681.0,12
Nocturnal Animals,tt4550098,7.5,205240,10,CL,2016,116.0,Thriller,Tom Ford,3,22500000.0,10663357.0,21735324.0,9898681.0,12
Nomad,tt6111842,3.1,7,1,US,2018,83.0,Drama,Alex Alessi,37,40000000.0,79123.0,0.0,-39920877.0,5
Non-Stop,tt2024469,7.0,234717,10,TR,2014,106.0,Action,Jaume Collet-Serra,2,50000000.0,91742160.0,130640895.0,172383055.0,23
Non-Stop,tt2024469,7.0,234717,10,TR,2014,106.0,Mystery,Jaume Collet-Serra,2,50000000.0,91742160.0,130640895.0,172383055.0,23
Non-Stop,tt2024469,7.0,234717,10,TR,2014,106.0,Thriller,Jaume Collet-Serra,2,50000000.0,91742160.0,130640895.0,172383055.0,23
Norm of the North,tt1594972,3.6,7951,10,IL,2016,90.0,Adventure,Trevor Wall,9,18000000.0,17062499.0,13473161.0,12535660.0,32
Norm of the North,tt1594972,3.6,7951,10,IL,2016,90.0,Animation,Trevor Wall,9,18000000.0,17062499.0,13473161.0,12535660.0,32
Norm of the North,tt1594972,3.6,7951,10,IL,2016,90.0,Comedy,Trevor Wall,9,18000000.0,17062499.0,13473161.0,12535660.0,32
Not Cool,tt3569356,4.5,5089,2,RU,2014,93.0,Comedy,Shane Dawson,69,800000.0,35688.0,0.0,-764312.0,36
Not Cool,tt3569356,4.5,5089,2,RU,2014,93.0,Drama,Shane Dawson,69,800000.0,35688.0,0.0,-764312.0,36
Not Cool,tt3569356,4.5,5089,2,RU,2014,93.0,Romance,Shane Dawson,69,800000.0,35688.0,0.0,-764312.0,36
Now You See Me,tt2221640,7.0,237,1,US,2012,98.0,Drama,Jay Border,41,75000000.0,117723989.0,225045211.0,267769200.0,17
Now You See Me,tt2221640,7.0,237,1,US,2012,98.0,Horror,Jay Border,41,75000000.0,117723989.0,225045211.0,267769200.0,17
Now You See Me,tt2221640,7.0,237,1,US,2012,98.0,Thriller,Jay Border,41,75000000.0,117723989.0,225045211.0,267769200.0,17
Oblivion,tt1876409,8.0,8,1,XWW,2011,116.0,Thriller,Heather Robinson,93,120000000.0,89107235.0,198809398.0,167916633.0,49
Obvious Child,tt2910274,6.8,21536,10,IT,2014,84.0,Comedy,Gillian Robespierre,41,1000000.0,3122616.0,201454.0,2324070.0,36
Obvious Child,tt2910274,6.8,21536,10,IT,2014,84.0,Drama,Gillian Robespierre,41,1000000.0,3122616.0,201454.0,2324070.0,36
Obvious Child,tt2910274,6.8,21536,10,IT,2014,84.0,Romance,Gillian Robespierre,41,1000000.0,3122616.0,201454.0,2324070.0,36
Oddball,tt3401748,6.4,2124,11,IT,2015,95.0,Adventure,Stuart McDonald,63,7000000.0,0.0,10237229.0,3237229.0,153
Oddball,tt3401748,6.4,2124,11,IT,2015,95.0,Family,Stuart McDonald,63,7000000.0,0.0,10237229.0,3237229.0,153
Office Christmas Party,tt1711525,5.8,59253,10,CA,2016,105.0,Comedy,Josh Gordon,81,45000000.0,54767494.0,36555805.0,46323299.0,25
On the Basis of Sex,tt4669788,6.9,12083,11,GR,2018,120.0,Biography,Mimi Leder,81,20000000.0,24622687.0,13450690.0,18073377.0,132
On the Basis of Sex,tt4669788,6.9,12083,11,GR,2018,120.0,Drama,Mimi Leder,81,20000000.0,24622687.0,13450690.0,18073377.0,132
On the Line,tt1922678,8.7,25,1,CA,2011,68.0,Documentary,Frank Wolf,63,10000000.0,4365455.0,325347.0,-5309198.0,11
On the Road,tt0337692,6.1,37886,10,AR,2012,124.0,Adventure,Walter Salles,17,25000000.0,720828.0,8592474.0,-15686698.0,33
On the Road,tt0337692,6.1,37886,10,AR,2012,124.0,Drama,Walter Salles,17,25000000.0,720828.0,8592474.0,-15686698.0,33
On the Road,tt0337692,6.1,37886,10,AR,2012,124.0,Romance,Walter Salles,17,25000000.0,720828.0,8592474.0,-15686698.0,33
Once Upon a Time in Queens,tt1639397,6.2,354,1,XWW,2013,98.0,Comedy,David Rodriguez,13,1500000.0,0.0,0.0,-1500000.0,20
Once Upon a Time in Queens,tt1639397,6.2,354,1,XWW,2013,98.0,Drama,David Rodriguez,13,1500000.0,0.0,0.0,-1500000.0,20
One Day,tt1563738,7.0,128094,10,EE,2011,107.0,Drama,Lone Scherfig,84,15000000.0,13843771.0,45324921.0,44168692.0,13
One Day,tt1563738,7.0,128094,10,EE,2011,107.0,Romance,Lone Scherfig,84,15000000.0,13843771.0,45324921.0,44168692.0,13
Only the Brave,tt3829920,7.7,45482,10,US,2017,134.0,Action,Joseph Kosinski,75,38000000.0,18340051.0,6215126.0,-13444823.0,108
Only the Brave,tt3829920,7.7,45482,10,US,2017,134.0,Biography,Joseph Kosinski,75,38000000.0,18340051.0,6215126.0,-13444823.0,108
Only the Brave,tt3829920,7.7,45482,10,US,2017,134.0,Drama,Joseph Kosinski,75,38000000.0,18340051.0,6215126.0,-13444823.0,108
Open Road,tt1922679,5.5,1619,2,RU,2013,85.0,Action,Marcio Garcia,59,3000000.0,0.0,47469.0,-2952531.0,45
Open Road,tt1922679,5.5,1619,2,RU,2013,85.0,Drama,Marcio Garcia,59,3000000.0,0.0,47469.0,-2952531.0,45
Open Road,tt1922679,5.5,1619,2,RU,2013,85.0,Thriller,Marcio Garcia,59,3000000.0,0.0,47469.0,-2952531.0,45
Open Secret,tt1739304,6.5,39,1,GR,2011,55.0,Documentary,Steve Lickteig,97,100000.0,0.0,0.0,-100000.0,11
Original Sin,tt6404166,7.7,9,1,US,2018,75.0,Comedy,Jean Lee,44,26000000.0,16521410.0,0.0,-9478590.0,25
Ouija,tt1204977,4.5,44054,10,UY,2014,89.0,Horror,Stiles White,60,5000000.0,50856010.0,52444622.0,98300632.0,39
Ouija,tt1204977,4.5,44054,10,UY,2014,89.0,Mystery,Stiles White,60,5000000.0,50856010.0,52444622.0,98300632.0,39
Ouija,tt1204977,4.5,44054,10,UY,2014,89.0,Thriller,Stiles White,60,5000000.0,50856010.0,52444622.0,98300632.0,39
Out of the Blue,tt2751576,6.2,760,2,HU,2013,108.0,Comedy,Edoardo Leo,23,4600000.0,728.0,731039.0,-3868233.0,20
Out of the Blue,tt2751576,6.2,760,2,HU,2013,108.0,Drama,Edoardo Leo,23,4600000.0,728.0,731039.0,-3868233.0,20
Out of the Dark,tt2872724,4.8,3691,10,RU,2014,92.0,Horror,Lluís Quílez,56,1600000.0,419428.0,0.0,-1180572.0,4
Out of the Dark,tt2872724,4.8,3691,10,RU,2014,92.0,Thriller,Lluís Quílez,56,1600000.0,419428.0,0.0,-1180572.0,4
Overboard,tt1563742,5.9,25607,10,PL,2018,112.0,Comedy,Rob Greenberg,61,12000000.0,50316123.0,35053707.0,73369830.0,24
Overboard,tt1563742,5.9,25607,10,PL,2018,112.0,Romance,Rob Greenberg,61,12000000.0,50316123.0,35053707.0,73369830.0,24
Oz the Great and Powerful,tt1623205,6.3,192045,10,SI,2013,130.0,Adventure,Sam Raimi,54,200000000.0,234770996.0,255588055.0,290359051.0,154
Oz the Great and Powerful,tt1623205,6.3,192045,10,SI,2013,130.0,Family,Sam Raimi,54,200000000.0,234770996.0,255588055.0,290359051.0,154
Oz the Great and Powerful,tt1623205,6.3,192045,10,SI,2013,130.0,Fantasy,Sam Raimi,54,200000000.0,234770996.0,255588055.0,290359051.0,154
Pacific Rim,tt1663662,6.9,443667,10,GR,2013,131.0,Action,Guillermo del Toro,72,190000000.0,101802906.0,309200000.0,221002906.0,47
Pacific Rim,tt1663662,6.9,443667,10,GR,2013,131.0,Adventure,Guillermo del Toro,72,190000000.0,101802906.0,309200000.0,221002906.0,47
Pacific Rim,tt1663662,6.9,443667,10,GR,2013,131.0,Sci-Fi,Guillermo del Toro,72,190000000.0,101802906.0,309200000.0,221002906.0,47
Pacific Rim: Uprising,tt2557478,5.6,89462,10,GR,2018,111.0,Action,Steven S. DeKnight,50,155000000.0,59874525.0,231055623.0,135930148.0,47
Pacific Rim: Uprising,tt2557478,5.6,89462,10,GR,2018,111.0,Adventure,Steven S. DeKnight,50,155000000.0,59874525.0,231055623.0,135930148.0,47
Pacific Rim: Uprising,tt2557478,5.6,89462,10,GR,2018,111.0,Sci-Fi,Steven S. DeKnight,50,155000000.0,59874525.0,231055623.0,135930148.0,47
Paddington,tt1109624,7.2,84679,10,LT,2014,95.0,Adventure,Paul King,5,55000000.0,76223578.0,182565519.0,203789097.0,117
Paddington,tt1109624,7.2,84679,10,LT,2014,95.0,Comedy,Paul King,5,55000000.0,76223578.0,182565519.0,203789097.0,117
Paddington,tt1109624,7.2,84679,10,LT,2014,95.0,Family,Paul King,5,55000000.0,76223578.0,182565519.0,203789097.0,117
Palo Alto,tt2479800,6.2,25402,1,RU,2013,100.0,Drama,Gia Coppola,58,1000000.0,767732.0,388577.0,156309.0,5
Panic,tt2634438,6.1,55,1,GB,2014,85.0,Drama,Sean Spencer,57,1000000.0,779137.0,646570.0,425707.0,70
Panic,tt2634438,6.1,55,1,GB,2014,85.0,Mystery,Sean Spencer,57,1000000.0,779137.0,646570.0,425707.0,70
Panic,tt2634438,6.1,55,1,GB,2014,85.0,Thriller,Sean Spencer,57,1000000.0,779137.0,646570.0,425707.0,70
Paranoia,tt1413495,5.7,33149,10,DE,2013,106.0,Drama,Robert Luketic,19,40000000.0,7388654.0,8952113.0,-23659233.0,12
Paranoia,tt1413495,5.7,33149,10,DE,2013,106.0,Thriller,Robert Luketic,19,40000000.0,7388654.0,8952113.0,-23659233.0,12
Paranormal Activity 2,tt1536044,5.7,93122,10,ES,2010,91.0,Horror,Tod Williams,65,3000000.0,84752907.0,92759125.0,174512032.0,6
Paranormal Activity 3,tt1778304,5.8,85689,10,HR,2011,83.0,Horror,Ariel Schulman,51,5000000.0,104028807.0,103011037.0,202039844.0,39
Paranormal Activity 3,tt1778304,5.8,85689,10,HR,2011,83.0,Mystery,Ariel Schulman,51,5000000.0,104028807.0,103011037.0,202039844.0,39
Paranormal Activity 3,tt1778304,5.8,85689,10,HR,2011,83.0,Thriller,Ariel Schulman,51,5000000.0,104028807.0,103011037.0,202039844.0,39
Paranormal Activity: The Marked Ones,tt2473682,5.0,37147,10,HR,2014,84.0,Horror,Christopher Landon,70,5000000.0,32462372.0,58442482.0,85904854.0,39
Paranormal Activity: The Marked Ones,tt2473682,5.0,37147,10,HR,2014,84.0,Mystery,Christopher Landon,70,5000000.0,32462372.0,58442482.0,85904854.0,39
Paranormal Activity: The Marked Ones,tt2473682,5.0,37147,10,HR,2014,84.0,Thriller,Christopher Landon,70,5000000.0,32462372.0,58442482.0,85904854.0,39
Parkland,tt2345112,6.4,14036,10,JP,2013,93.0,Drama,Peter Landesman,100,10000000.0,641439.0,974914.0,-8383647.0,155
Parkland,tt2345112,6.4,14036,10,JP,2013,93.0,History,Peter Landesman,100,10000000.0,641439.0,974914.0,-8383647.0,155
Parkland,tt2345112,6.4,14036,10,JP,2013,93.0,Mystery,Peter Landesman,100,10000000.0,641439.0,974914.0,-8383647.0,155
Paterson,tt5247022,7.4,55285,10,IT,2016,118.0,Comedy,Jim Jarmusch,54,5000000.0,2141423.0,8586113.0,5727536.0,36
Paterson,tt5247022,7.4,55285,10,IT,2016,118.0,Drama,Jim Jarmusch,54,5000000.0,2141423.0,8586113.0,5727536.0,36
Paterson,tt5247022,7.4,55285,10,IT,2016,118.0,Romance,Jim Jarmusch,54,5000000.0,2141423.0,8586113.0,5727536.0,36
Patti Cake$,tt6288250,6.7,8581,1,UA,2017,109.0,Drama,Geremy Jasper,56,1000000.0,800148.0,670942.0,471090.0,109
Patti Cake$,tt6288250,6.7,8581,1,UA,2017,109.0,Music,Geremy Jasper,56,1000000.0,800148.0,670942.0,471090.0,109
Paul Blart: Mall Cop 2,tt3450650,4.4,30828,10,ES,2015,94.0,Action,Andy Fickman,60,38000000.0,71091594.0,36559052.0,69650646.0,53
Paul Blart: Mall Cop 2,tt3450650,4.4,30828,10,ES,2015,94.0,Comedy,Andy Fickman,60,38000000.0,71091594.0,36559052.0,69650646.0,53
Paul Blart: Mall Cop 2,tt3450650,4.4,30828,10,ES,2015,94.0,Crime,Andy Fickman,60,38000000.0,71091594.0,36559052.0,69650646.0,53
Payback,tt3108662,5.0,74,2,BR,2015,77.0,Action,André Moraes,10,50000000.0,81526121.0,80100000.0,111626121.0,50
Payback,tt3108662,5.0,74,2,BR,2015,77.0,Comedy,André Moraes,10,50000000.0,81526121.0,80100000.0,111626121.0,50
Payback,tt3108662,5.0,74,2,BR,2015,77.0,Drama,André Moraes,10,50000000.0,81526121.0,80100000.0,111626121.0,50
Peeples,tt1699755,5.3,4452,1,DE,2013,95.0,Comedy,Tina Gordon,98,11000000.0,9177065.0,130101.0,-1692834.0,24
Peeples,tt1699755,5.3,4452,1,DE,2013,95.0,Romance,Tina Gordon,98,11000000.0,9177065.0,130101.0,-1692834.0,24
Penguins of Madagascar,tt1911658,6.7,72551,10,VN,2014,92.0,Adventure,Simon J. Smith,37,132000000.0,83350911.0,283591620.0,234942531.0,32
Penguins of Madagascar,tt1911658,6.7,72551,10,VN,2014,92.0,Animation,Simon J. Smith,37,132000000.0,83350911.0,283591620.0,234942531.0,32
Penguins of Madagascar,tt1911658,6.7,72551,10,VN,2014,92.0,Comedy,Simon J. Smith,37,132000000.0,83350911.0,283591620.0,234942531.0,32
People Like Us,tt1758741,6.4,13,1,US,2010,55.0,Drama,Baron Norris,60,16000000.0,12431792.0,185680.0,-3382528.0,5
