,movie_id,directors,averagerating,numvotes,title,region,year,runtime_minutes,genres,production_budget,domestic_gross,foreign_gross,profit,roi
339,tt1540133,John Michael McDonagh,7.3,75183,The Guard,IL,2011,96.0,Thriller,6000000.0,5359774.0,15837680.0,15197454.0,2.532909
340,tt1568346,David Fincher,7.8,387580,The Girl with the Dragon Tattoo,UA,2011,158.0,Crime,90000000.0,102515793.0,136858177.0,149373970.0,1.6597107777777778
340,tt1568346,David Fincher,7.8,387580,The Girl with the Dragon Tattoo,UA,2011,158.0,Drama,90000000.0,102515793.0,136858177.0,149373970.0,1.6597107777777778
340,tt1568346,David Fincher,7.8,387580,The Girl with the Dragon Tattoo,UA,2011,158.0,Mystery,90000000.0,102515793.0,136858177.0,149373970.0,1.6597107777777778
341,tt1667150,Daming Chen,5.6,1152,What Women Want,RU,2011,116.0,Comedy,65000000.0,182805123.0,191300000.0,309105123.0,4.755463430769231
341,tt1667150,Daming Chen,5.6,1152,What Women Want,RU,2011,116.0,Romance,65000000.0,182805123.0,191300000.0,309105123.0,4.755463430769231
341,tt1667150,Daming Chen,5.6,1152,What Women Want,RU,2011,116.0,Sci-Fi,65000000.0,182805123.0,191300000.0,309105123.0,4.755463430769231
342,tt1596343,Justin Lin,7.3,329892,Fast Five,FR,2011,130.0,Action,125000000.0,210031325.0,420132129.0,505163454.0,4.041307632
342,tt1596343,Justin Lin,7.3,329892,Fast Five,FR,2011,130.0,Crime,125000000.0,210031325.0,420132129.0,505163454.0,4.041307632
342,tt1596343,Justin Lin,7.3,329892,Fast Five,FR,2011,130.0,Thriller,125000000.0,210031325.0,420132129.0,505163454.0,4.041307632
343,tt1640711,Stephan Elliott,5.7,12069,A Few Best Men,FR,2011,97.0,Comedy,15000000.0,0.0,17224539.0,2224539.0,0.1483026
343,tt1640711,Stephan Elliott,5.7,12069,A Few Best Men,FR,2011,97.0,Romance,15000000.0,0.0,17224539.0,2224539.0,0.1483026
344,tt1625346,Jason Reitman,6.3,74071,Young Adult,CZ,2011,94.0,Comedy,12000000.0,16311571.0,6438785.0,10750356.0,0.895863
344,tt1625346,Jason Reitman,6.3,74071,Young Adult,CZ,2011,94.0,Drama,12000000.0,16311571.0,6438785.0,10750356.0,0.895863
345,tt1618430,Rohan Sippy,6.2,3616,Dum Maaro Dum,RO,2011,128.0,Action,5200000.0,564489.0,11068938.0,6433427.0,1.2371975
345,tt1618430,Rohan Sippy,6.2,3616,Dum Maaro Dum,RO,2011,128.0,Crime,5200000.0,564489.0,11068938.0,6433427.0,1.2371975
345,tt1618430,Rohan Sippy,6.2,3616,Dum Maaro Dum,RO,2011,128.0,Drama,5200000.0,564489.0,11068938.0,6433427.0,1.2371975
346,tt1629705,Mateo Gil,6.6,8553,Blackthorn,ES,2011,102.0,Action,4500000.0,200558.0,1016749.0,-3282693.0,-0.7294873333333334
346,tt1629705,Mateo Gil,6.6,8553,Blackthorn,ES,2011,102.0,Adventure,4500000.0,200558.0,1016749.0,-3282693.0,-0.7294873333333334
346,tt1629705,Mateo Gil,6.6,8553,Blackthorn,ES,2011,102.0,Western,4500000.0,200558.0,1016749.0,-3282693.0,-0.7294873333333334
347,tt1616195,Clint Eastwood,6.6,115925,J. Edgar,UY,2011,137.0,Biography,35000000.0,37306030.0,47300000.0,49606030.0,1.4173151428571429
347,tt1616195,Clint Eastwood,6.6,115925,J. Edgar,UY,2011,137.0,Crime,35000000.0,37306030.0,47300000.0,49606030.0,1.4173151428571429
347,tt1616195,Clint Eastwood,6.6,115925,J. Edgar,UY,2011,137.0,Drama,35000000.0,37306030.0,47300000.0,49606030.0,1.4173151428571429
348,tt1615918,Mike Mitchell,4.4,28158,Alvin and the Chipmunks: Chipwrecked,IT,2011,87.0,Adventure,80000000.0,133107389.0,215981134.0,269088523.0,3.3636065375
348,tt1615918,Mike Mitchell,4.4,28158,Alvin and the Chipmunks: Chipwrecked,IT,2011,87.0,Animation,80000000.0,133107389.0,215981134.0,269088523.0,3.3636065375
348,tt1615918,Mike Mitchell,4.4,28158,Alvin and the Chipmunks: Chipwrecked,IT,2011,87.0,Comedy,80000000.0,133107389.0,215981134.0,269088523.0,3.3636065375
349,tt1615147,J.C. Chandor,7.1,107264,Margin Call,PT,2011,107.0,Drama,3400000.0,5353586.0,15079641.0,17033227.0,5.009772647058823
349,tt1615147,J.C. Chandor,7.1,107264,Margin Call,PT,2011,107.0,Thriller,3400000.0,5353586.0,15079641.0,17033227.0,5.009772647058823
350,tt1630036,Alex Kendrick,7.0,17586,Courageous,IT,2011,129.0,Drama,2000000.0,34522221.0,663663.0,33185884.0,16.592942
351,tt1610996,Mike Flanagan,5.8,15507,Absentia,RS,2011,87.0,Drama,70000.0,0.0,8555.0,-61445.0,-0.8777857142857143
351,tt1610996,Mike Flanagan,5.8,15507,Absentia,RS,2011,87.0,Horror,70000.0,0.0,8555.0,-61445.0,-0.8777857142857143
351,tt1610996,Mike Flanagan,5.8,15507,Absentia,RS,2011,87.0,Mystery,70000.0,0.0,8555.0,-61445.0,-0.8777857142857143
352,tt1632708,Will Gluck,6.6,317338,Friends with Benefits,VN,2011,109.0,Comedy,35000000.0,55802754.0,90793137.0,111595891.0,3.1884540285714285
352,tt1632708,Will Gluck,6.6,317338,Friends with Benefits,VN,2011,109.0,Romance,35000000.0,55802754.0,90793137.0,111595891.0,3.1884540285714285
353,tt1606618,Ulrika Bengts,5.8,123,Iris,GR,2011,85.0,Drama,5500000.0,5580479.0,0.0,80479.0,0.014632545454545455
353,tt1606618,Ulrika Bengts,5.8,123,Iris,GR,2011,85.0,Family,5500000.0,5580479.0,0.0,80479.0,0.014632545454545455
353,tt1606618,Ulrika Bengts,5.8,123,Iris,GR,2011,85.0,History,5500000.0,5580479.0,0.0,80479.0,0.014632545454545455
354,tt1633356,David R. Ellis,4.0,23190,Shark Night 3D,HR,2011,90.0,Horror,25000000.0,18877153.0,0.0,-6122847.0,-0.24491388
354,tt1633356,David R. Ellis,4.0,23190,Shark Night 3D,HR,2011,90.0,Thriller,25000000.0,18877153.0,0.0,-6122847.0,-0.24491388
355,tt1596346,Sean McNamara,7.1,41659,Soul Surfer,LT,2011,112.0,Biography,18000000.0,43853424.0,3305228.0,29158652.0,1.619925111111111
355,tt1596346,Sean McNamara,7.1,41659,Soul Surfer,LT,2011,112.0,Drama,18000000.0,43853424.0,3305228.0,29158652.0,1.619925111111111
355,tt1596346,Sean McNamara,7.1,41659,Soul Surfer,LT,2011,112.0,Family,18000000.0,43853424.0,3305228.0,29158652.0,1.619925111111111
356,tt1633989,Tristan Patterson,5.8,516,Dragonslayer,HU,2011,74.0,Documentary,18000000.0,6000000.0,0.0,-12000000.0,-0.6666666666666666
357,tt1634122,Oliver Parker,6.3,110824,Johnny English Reborn,IL,2011,101.0,Action,45000000.0,8406711.0,156233690.0,119640401.0,2.6586755777777777
357,tt1634122,Oliver Parker,6.3,110824,Johnny English Reborn,IL,2011,101.0,Adventure,45000000.0,8406711.0,156233690.0,119640401.0,2.6586755777777777
357,tt1634122,Oliver Parker,6.3,110824,Johnny English Reborn,IL,2011,101.0,Comedy,45000000.0,8406711.0,156233690.0,119640401.0,2.6586755777777777
358,tt1604171,Joe Nussbaum,5.4,14279,Prom,BG,2011,104.0,Comedy,8000000.0,10130219.0,632964.0,2763183.0,0.345397875
358,tt1604171,Joe Nussbaum,5.4,14279,Prom,BG,2011,104.0,Drama,8000000.0,10130219.0,632964.0,2763183.0,0.345397875
358,tt1604171,Joe Nussbaum,5.4,14279,Prom,BG,2011,104.0,Family,8000000.0,10130219.0,632964.0,2763183.0,0.345397875
359,tt1637688,Andrew Niccol,6.7,346077,In Time,ES,2011,109.0,Action,35000000.0,37553932.0,127550020.0,130103952.0,3.7172557714285714
359,tt1637688,Andrew Niccol,6.7,346077,In Time,ES,2011,109.0,Crime,35000000.0,37553932.0,127550020.0,130103952.0,3.7172557714285714
359,tt1637688,Andrew Niccol,6.7,346077,In Time,ES,2011,109.0,Drama,35000000.0,37553932.0,127550020.0,130103952.0,3.7172557714285714
360,tt1602098,Rodrigo García,6.7,22213,Albert Nobbs,CL,2011,113.0,Drama,7500000.0,3014696.0,5524307.0,1039003.0,0.13853373333333333
360,tt1602098,Rodrigo García,6.7,22213,Albert Nobbs,CL,2011,113.0,Romance,7500000.0,3014696.0,5524307.0,1039003.0,0.13853373333333333
361,tt1601913,Joe Carnahan,6.8,228798,The Grey,BG,2011,117.0,Action,25000000.0,51580136.0,29669040.0,56249176.0,2.24996704
361,tt1601913,Joe Carnahan,6.8,228798,The Grey,BG,2011,117.0,Adventure,25000000.0,51580136.0,29669040.0,56249176.0,2.24996704
361,tt1601913,Joe Carnahan,6.8,228798,The Grey,BG,2011,117.0,Drama,25000000.0,51580136.0,29669040.0,56249176.0,2.24996704
362,tt1637706,Jesse Peretz,6.4,80738,Our Idiot Brother,UA,2011,90.0,Comedy,5000000.0,24814830.0,1046419.0,20861249.0,4.1722498
362,tt1637706,Jesse Peretz,6.4,80738,Our Idiot Brother,UA,2011,90.0,Drama,5000000.0,24814830.0,1046419.0,20861249.0,4.1722498
363,tt1600195,John Singleton,5.1,72552,Abduction,CZ,2011,106.0,Action,35000000.0,28087155.0,58561204.0,51648359.0,1.4756674
363,tt1600195,John Singleton,5.1,72552,Abduction,CZ,2011,106.0,Mystery,35000000.0,28087155.0,58561204.0,51648359.0,1.4756674
363,tt1600195,John Singleton,5.1,72552,Abduction,CZ,2011,106.0,Thriller,35000000.0,28087155.0,58561204.0,51648359.0,1.4756674
364,tt1640459,Jason Eisener,6.1,41633,Hobo with a Shotgun,RS,2011,86.0,Action,3000000.0,703372.0,131581.0,-2165047.0,-0.7216823333333333
364,tt1640459,Jason Eisener,6.1,41633,Hobo with a Shotgun,RS,2011,86.0,Comedy,3000000.0,703372.0,131581.0,-2165047.0,-0.7216823333333333
364,tt1640459,Jason Eisener,6.1,41633,Hobo with a Shotgun,RS,2011,86.0,Horror,3000000.0,703372.0,131581.0,-2165047.0,-0.7216823333333333
365,tt1598778,Steven Soderbergh,6.6,201536,Contagion,PL,2011,106.0,Action,60000000.0,75658097.0,61893497.0,77551594.0,1.2925265666666668
365,tt1598778,Steven Soderbergh,6.6,201536,Contagion,PL,2011,106.0,Drama,60000000.0,75658097.0,61893497.0,77551594.0,1.2925265666666668
365,tt1598778,Steven Soderbergh,6.6,201536,Contagion,PL,2011,106.0,Thriller,60000000.0,75658097.0,61893497.0,77551594.0,1.2925265666666668
366,tt1640484,Salim Akil,5.7,9089,Jumping the Broom,RU,2011,112.0,Comedy,7000000.0,37295394.0,863207.0,31158601.0,4.4512287142857145
366,tt1640484,Salim Akil,5.7,9089,Jumping the Broom,RU,2011,112.0,Drama,7000000.0,37295394.0,863207.0,31158601.0,4.4512287142857145
367,tt1640486,Artie Mandelberg,4.6,1566,Inside Out,US,2011,93.0,Crime,175000000.0,356461711.0,497774281.0,679235992.0,3.881348525714286
367,tt1640486,Artie Mandelberg,4.6,1566,Inside Out,US,2011,93.0,Drama,175000000.0,356461711.0,497774281.0,679235992.0,3.881348525714286
368,tt1605783,Woody Allen,7.7,356500,Midnight in Paris,UY,2011,94.0,Comedy,30000000.0,56816662.0,105686112.0,132502774.0,4.416759133333334
368,tt1605783,Woody Allen,7.7,356500,Midnight in Paris,UY,2011,94.0,Fantasy,30000000.0,56816662.0,105686112.0,132502774.0,4.416759133333334
368,tt1605783,Woody Allen,7.7,356500,Midnight in Paris,UY,2011,94.0,Romance,30000000.0,56816662.0,105686112.0,132502774.0,4.416759133333334
370,tt1667307,Whit Stillman,5.7,8794,Damsels in Distress,GR,2011,99.0,Comedy,3000000.0,1007535.0,316764.0,-1675701.0,-0.558567
370,tt1667307,Whit Stillman,5.7,8794,Damsels in Distress,GR,2011,99.0,Drama,3000000.0,1007535.0,316764.0,-1675701.0,-0.558567
370,tt1667307,Whit Stillman,5.7,8794,Damsels in Distress,GR,2011,99.0,Romance,3000000.0,1007535.0,316764.0,-1675701.0,-0.558567
371,tt1535612,Dito Montiel,5.1,15743,The Son of No One,LT,2011,90.0,Action,15000000.0,30680.0,1117898.0,-13851422.0,-0.9234281333333333
371,tt1535612,Dito Montiel,5.1,15743,The Son of No One,LT,2011,90.0,Crime,15000000.0,30680.0,1117898.0,-13851422.0,-0.9234281333333333
371,tt1535612,Dito Montiel,5.1,15743,The Son of No One,LT,2011,90.0,Drama,15000000.0,30680.0,1117898.0,-13851422.0,-0.9234281333333333
372,tt1478964,Joe Cornish,6.7,93868,Attack the Block,FR,2011,88.0,Action,13000000.0,1024175.0,5435008.0,-6540817.0,-0.5031397692307692
372,tt1478964,Joe Cornish,6.7,93868,Attack the Block,FR,2011,88.0,Comedy,13000000.0,1024175.0,5435008.0,-6540817.0,-0.5031397692307692
372,tt1478964,Joe Cornish,6.7,93868,Attack the Block,FR,2011,88.0,Sci-Fi,13000000.0,1024175.0,5435008.0,-6540817.0,-0.5031397692307692
373,tt1478338,Paul Feig,6.8,249501,Bridesmaids,RO,2011,125.0,Comedy,32500000.0,169211718.0,120420305.0,257132023.0,7.911754553846154
373,tt1478338,Paul Feig,6.8,249501,Bridesmaids,RO,2011,125.0,Romance,32500000.0,169211718.0,120420305.0,257132023.0,7.911754553846154
374,tt1477837,Miguel Arteta,6.3,34759,Cedar Rapids,US,2011,87.0,Comedy,10000000.0,6861102.0,1001029.0,-2137869.0,-0.2137869
375,tt1703199,The Vicious Brothers,6.1,48125,Grave Encounters,UA,2011,92.0,Horror,2000000.0,0.0,2151887.0,151887.0,0.0759435
376,tt1704573,Richard Linklater,6.8,53765,Bernie,RU,2011,99.0,Biography,6000000.0,9204489.0,902486.0,4106975.0,0.6844958333333333
376,tt1704573,Richard Linklater,6.8,53765,Bernie,RU,2011,99.0,Comedy,6000000.0,9204489.0,902486.0,4106975.0,0.6844958333333333
376,tt1704573,Richard Linklater,6.8,53765,Bernie,RU,2011,99.0,Crime,6000000.0,9204489.0,902486.0,4106975.0,0.6844958333333333
377,tt1464174,John Whitesell,4.4,23520,"Big Mommas: Like Father, Like Son",PE,2011,107.0,Action,32000000.0,37915414.0,44417036.0,50332450.0,1.5728890625
377,tt1464174,John Whitesell,4.4,23520,"Big Mommas: Like Father, Like Son",PE,2011,107.0,Comedy,32000000.0,37915414.0,44417036.0,50332450.0,1.5728890625
377,tt1464174,John Whitesell,4.4,23520,"Big Mommas: Like Father, Like Son",PE,2011,107.0,Crime,32000000.0,37915414.0,44417036.0,50332450.0,1.5728890625
378,tt1708473,Alain Desrochers,6.8,298,Gerry,CA,2011,131.0,Biography,7000000.0,254683.0,465016.0,-6280301.0,-0.8971858571428571
379,tt1462041,Jim Sheridan,6.0,59714,Dream House,TR,2011,84.0,Drama,50000000.0,21302340.0,20339826.0,-8357834.0,-0.16715668
379,tt1462041,Jim Sheridan,6.0,59714,Dream House,TR,2011,84.0,Mystery,50000000.0,21302340.0,20339826.0,-8357834.0,-0.16715668
379,tt1462041,Jim Sheridan,6.0,59714,Dream House,TR,2011,84.0,Thriller,50000000.0,21302340.0,20339826.0,-8357834.0,-0.16715668
380,tt1714210,Andrew Haigh,7.6,25424,Weekend,RS,2011,97.0,Drama,190000.0,484592.0,1092993.0,1387585.0,7.303078947368421
380,tt1714210,Andrew Haigh,7.6,25424,Weekend,RS,2011,97.0,Romance,190000.0,484592.0,1092993.0,1387585.0,7.303078947368421
381,tt1716760,Travis Legge,3.3,211,Raymond Did It,US,2011,83.0,Horror,40000.0,3632.0,0.0,-36368.0,-0.9092
382,tt1454029,Tate Taylor,8.1,392699,The Help,TR,2011,146.0,Drama,25000000.0,169705587.0,43414417.0,188120004.0,7.52480016
384,tt1449283,Don Hall,7.2,19605,Winnie the Pooh,PE,2011,63.0,Adventure,30000000.0,26692846.0,23452761.0,20145607.0,0.6715202333333333
384,tt1449283,Don Hall,7.2,19605,Winnie the Pooh,PE,2011,63.0,Animation,30000000.0,26692846.0,23452761.0,20145607.0,0.6715202333333333
384,tt1449283,Don Hall,7.2,19605,Winnie the Pooh,PE,2011,63.0,Comedy,30000000.0,26692846.0,23452761.0,20145607.0,0.6715202333333333
385,tt1448755,Gary McKendry,6.5,117711,Killer Elite,PT,2011,116.0,Action,70000000.0,25124986.0,40284060.0,-4590954.0,-0.06558505714285714
385,tt1448755,Gary McKendry,6.5,117711,Killer Elite,PT,2011,116.0,Crime,70000000.0,25124986.0,40284060.0,-4590954.0,-0.06558505714285714
385,tt1448755,Gary McKendry,6.5,117711,Killer Elite,PT,2011,116.0,Thriller,70000000.0,25124986.0,40284060.0,-4590954.0,-0.06558505714285714
386,tt1719071,Sam Levinson,6.0,3793,Another Happy Day,US,2011,119.0,Comedy,4000000.0,9120.0,969407.0,-3021473.0,-0.75536825
386,tt1719071,Sam Levinson,6.0,3793,Another Happy Day,US,2011,119.0,Drama,4000000.0,9120.0,969407.0,-3021473.0,-0.75536825
387,tt1720182,Andrew Erwin,6.8,6903,October Baby,RU,2011,107.0,Drama,1000000.0,5355847.0,36145.0,4391992.0,4.391992
389,tt1723811,Steve McQueen,7.2,171353,Shame,US,2011,101.0,Drama,6500000.0,4002293.0,16410548.0,13912841.0,2.1404370769230767
390,tt1441326,Sean Durkin,6.9,45873,Martha Marcy May Marlene,TR,2011,102.0,Drama,1000000.0,2981038.0,2457873.0,4438911.0,4.438911
390,tt1441326,Sean Durkin,6.9,45873,Martha Marcy May Marlene,TR,2011,102.0,Mystery,1000000.0,2981038.0,2457873.0,4438911.0,4.438911
390,tt1441326,Sean Durkin,6.9,45873,Martha Marcy May Marlene,TR,2011,102.0,Thriller,1000000.0,2981038.0,2457873.0,4438911.0,4.438911
391,tt1440161,Nicole Kassell,6.3,26441,A Little Bit of Heaven,CA,2011,106.0,Comedy,12500000.0,10011.0,1090276.0,-11399713.0,-0.91197704
391,tt1440161,Nicole Kassell,6.3,26441,A Little Bit of Heaven,CA,2011,106.0,Drama,12500000.0,10011.0,1090276.0,-11399713.0,-0.91197704
391,tt1440161,Nicole Kassell,6.3,26441,A Little Bit of Heaven,CA,2011,106.0,Fantasy,12500000.0,10011.0,1090276.0,-11399713.0,-0.91197704
392,tt1726589,Kat Coiro,5.6,7229,L!fe Happens,BR,2011,100.0,Comedy,930000.0,30905.0,0.0,-899095.0,-0.9667688172043011
393,tt1438176,Craig Gillespie,6.4,94555,Fright Night,ES,2011,106.0,Comedy,30000000.0,18298649.0,22222000.0,10520649.0,0.3506883
393,tt1438176,Craig Gillespie,6.4,94555,Fright Night,ES,2011,106.0,Horror,30000000.0,18298649.0,22222000.0,10520649.0,0.3506883
394,tt1726669,William Friedkin,6.7,67842,Killer Joe,FR,2011,102.0,Crime,10000000.0,1291645.0,3367465.0,-5340890.0,-0.534089
394,tt1726669,William Friedkin,6.7,67842,Killer Joe,FR,2011,102.0,Drama,10000000.0,1291645.0,3367465.0,-5340890.0,-0.534089
394,tt1726669,William Friedkin,6.7,67842,Killer Joe,FR,2011,102.0,Thriller,10000000.0,1291645.0,3367465.0,-5340890.0,-0.534089
395,tt1436562,Carlos Saldanha,6.9,191621,Rio,TR,2011,96.0,Adventure,90000000.0,143619809.0,343900000.0,397519809.0,4.416886766666667
395,tt1436562,Carlos Saldanha,6.9,191621,Rio,TR,2011,96.0,Animation,90000000.0,143619809.0,343900000.0,397519809.0,4.416886766666667
395,tt1436562,Carlos Saldanha,6.9,191621,Rio,TR,2011,96.0,Comedy,90000000.0,143619809.0,343900000.0,397519809.0,4.416886766666667
397,tt1535616,Xavier Gens,5.8,33603,The Divide,TR,2011,112.0,Drama,3000000.0,18000.0,138362.0,-2843638.0,-0.9478793333333333
397,tt1535616,Xavier Gens,5.8,33603,The Divide,TR,2011,112.0,Horror,3000000.0,18000.0,138362.0,-2843638.0,-0.9478793333333333
397,tt1535616,Xavier Gens,5.8,33603,The Divide,TR,2011,112.0,Sci-Fi,3000000.0,18000.0,138362.0,-2843638.0,-0.9478793333333333
399,tt1486185,Catherine Hardwicke,5.5,102369,Red Riding Hood,PT,2011,100.0,Fantasy,42000000.0,37662162.0,54016280.0,49678442.0,1.1828200476190476
399,tt1486185,Catherine Hardwicke,5.5,102369,Red Riding Hood,PT,2011,100.0,Horror,42000000.0,37662162.0,54016280.0,49678442.0,1.1828200476190476
399,tt1486185,Catherine Hardwicke,5.5,102369,Red Riding Hood,PT,2011,100.0,Mystery,42000000.0,37662162.0,54016280.0,49678442.0,1.1828200476190476
400,tt1527186,Lars von Trier,7.2,153434,Melancholia,UA,2011,135.0,Drama,9400000.0,3030848.0,18786450.0,12417298.0,1.3209891489361703
400,tt1527186,Lars von Trier,7.2,153434,Melancholia,UA,2011,135.0,Sci-Fi,9400000.0,3030848.0,18786450.0,12417298.0,1.3209891489361703
401,tt1674784,Joel Schumacher,5.3,39404,Trespass,RS,2011,91.0,Crime,35000000.0,16816.0,769716.0,-34213468.0,-0.9775276571428572
401,tt1674784,Joel Schumacher,5.3,39404,Trespass,RS,2011,91.0,Drama,35000000.0,16816.0,769716.0,-34213468.0,-0.9775276571428572
401,tt1674784,Joel Schumacher,5.3,39404,Trespass,RS,2011,91.0,Thriller,35000000.0,16816.0,769716.0,-34213468.0,-0.9775276571428572
402,tt1675192,Jeff Nichols,7.4,83200,Take Shelter,PT,2011,121.0,Drama,4750000.0,1728953.0,3243063.0,222016.0,0.04674021052631579
402,tt1675192,Jeff Nichols,7.4,83200,Take Shelter,PT,2011,121.0,Horror,4750000.0,1728953.0,3243063.0,222016.0,0.04674021052631579
402,tt1675192,Jeff Nichols,7.4,83200,Take Shelter,PT,2011,121.0,Thriller,4750000.0,1728953.0,3243063.0,222016.0,0.04674021052631579
403,tt1681371,Caytha Jentis,5.0,681,The One,US,2011,89.0,Comedy,49000000.0,43905746.0,28783380.0,23689126.0,0.48345155102040815
403,tt1681371,Caytha Jentis,5.0,681,The One,US,2011,89.0,Drama,49000000.0,43905746.0,28783380.0,23689126.0,0.48345155102040815
403,tt1681371,Caytha Jentis,5.0,681,The One,US,2011,89.0,Romance,49000000.0,43905746.0,28783380.0,23689126.0,0.48345155102040815
404,tt1682181,Lee Hirsch,7.4,9597,Bully,CA,2011,98.0,Documentary,2100000.0,881824.0,500000.0,-718176.0,-0.3419885714285714
405,tt1684628,Maryam Keshavarz,5.9,7055,Circumstance,SE,2011,107.0,Drama,900000.0,454121.0,504857.0,58978.0,0.06553111111111111
406,tt1521197,Roland Emmerich,6.9,37932,Anonymous,GB,2011,130.0,Drama,27500000.0,4463292.0,11352217.0,-11684491.0,-0.42489058181818185
406,tt1521197,Roland Emmerich,6.9,37932,Anonymous,GB,2011,130.0,Thriller,27500000.0,4463292.0,11352217.0,-11684491.0,-0.42489058181818185
407,tt1686018,Fred Andrews,3.7,2723,Creature,FR,2011,93.0,Horror,3000000.0,331000.0,0.0,-2669000.0,-0.8896666666666667
408,tt1515091,Guy Ritchie,7.5,394189,Sherlock Holmes: A Game of Shadows,BR,2011,129.0,Action,125000000.0,186848418.0,348815025.0,410663443.0,3.285307544
408,tt1515091,Guy Ritchie,7.5,394189,Sherlock Holmes: A Game of Shadows,BR,2011,129.0,Adventure,125000000.0,186848418.0,348815025.0,410663443.0,3.285307544
408,tt1515091,Guy Ritchie,7.5,394189,Sherlock Holmes: A Game of Shadows,BR,2011,129.0,Crime,125000000.0,186848418.0,348815025.0,410663443.0,3.285307544
409,tt1509767,Paul W.S. Anderson,5.8,98408,The Three Musketeers,DE,2011,110.0,Action,90000000.0,20377913.0,119500000.0,49877913.0,0.5541990333333333
409,tt1509767,Paul W.S. Anderson,5.8,98408,The Three Musketeers,DE,2011,110.0,Adventure,90000000.0,20377913.0,119500000.0,49877913.0,0.5541990333333333
409,tt1509767,Paul W.S. Anderson,5.8,98408,The Three Musketeers,DE,2011,110.0,Romance,90000000.0,20377913.0,119500000.0,49877913.0,0.5541990333333333
410,tt1508675,Aki Kaurismäki,7.2,18490,Le Havre,FR,2011,93.0,Comedy,5500000.0,611709.0,12868487.0,7980196.0,1.4509447272727272
410,tt1508675,Aki Kaurismäki,7.2,18490,Le Havre,FR,2011,93.0,Drama,5500000.0,611709.0,12868487.0,7980196.0,1.4509447272727272
411,tt1702443,Jon M. Chu,1.6,74978,Justin Bieber: Never Say Never,ES,2011,105.0,Documentary,13000000.0,73013910.0,26020215.0,86034125.0,6.618009615384615
411,tt1702443,Jon M. Chu,1.6,74978,Justin Bieber: Never Say Never,ES,2011,105.0,Music,13000000.0,73013910.0,26020215.0,86034125.0,6.618009615384615
412,tt1507261,Yan Vizinberg,5.2,454,Cargo,GB,2011,85.0,Drama,4200000.0,0.0,313230.0,-3886770.0,-0.9254214285714286
413,tt1691450,Jose Carlos Gomez,6.2,91,Plastic,US,2011,80.0,Horror,10000000.0,0.0,575371.0,-9424629.0,-0.9424629
414,tt1502404,Patrick Lussier,5.4,90203,Drive Angry,IN,2011,104.0,Action,50000000.0,10721033.0,30321550.0,-8957417.0,-0.17914834
